parcel_id,stop_id,suburb,package_type,service_class,length_cm,width_cm,height_cm,weight_kg,cube_litres,manifest_date
AP20250602012593,S06415,Bondi,small_parcel,ATL,33.6,26.1,19.4,2.29,17.01,2025-06-02
AP20250602012594,S06416,Bondi,small_satchel,ATL,24.2,16.6,2.9,0.46,1.16,2025-06-02
AP20250602012595,S06417,Bondi,medium_satchel,CARD,31.1,24.0,6.6,0.91,4.93,2025-06-02
AP20250602012596,S06418,Bondi,medium_parcel,SIG,43.5,33.2,26.0,4.59,37.55,2025-06-02
AP20250602012597,S06419,Bondi,large_parcel,SIG,65.6,48.2,38.6,10.71,122.05,2025-06-02
AP20250602012598,S06420,Bondi,small_satchel,SIG,25.4,19.6,2.7,0.42,1.34,2025-06-02
AP20250602012599,S06420,Bondi,small_satchel,SIG,25.7,17.7,3.3,0.35,1.5,2025-06-02
AP20250602012600,S06421,Bondi,medium_satchel,ATL,32.8,22.5,6.7,0.87,4.94,2025-06-02
AP20250602012601,S06421,Bondi,extra_large,CARD,80.6,64.5,37.2,16.63,193.39,2025-06-02
AP20250602012602,S06421,Bondi,medium_parcel,SIG,42.2,32.7,25.9,5.12,35.74,2025-06-02
AP20250602012603,S06422,Bondi,large_parcel,ATL,57.8,46.9,31.6,9.64,85.66,2025-06-02
AP20250602012604,S06423,Bondi,small_parcel,CARD,34.9,28.4,17.9,1.86,17.74,2025-06-02
AP20250602012605,S06423,Bondi,large_parcel,CARD,55.6,41.7,33.9,10.09,78.6,2025-06-02
AP20250602012606,S06424,Bondi,small_parcel,CARD,31.0,28.0,16.2,1.92,14.06,2025-06-02
AP20250602012607,S06424,Bondi,small_satchel,ATL,25.0,17.7,2.8,0.35,1.24,2025-06-02
AP20250602012608,S06425,Bondi,small_satchel,ATL,25.2,17.5,3.1,0.37,1.37,2025-06-02
AP20250602012609,S06425,Bondi,medium_parcel,CARD,44.4,36.9,25.0,4.9,40.96,2025-06-02
AP20250602012610,S06426,Bondi,large_parcel,SIG,64.7,42.4,33.0,11.26,90.53,2025-06-02
AP20250602012611,S06426,Bondi,large_parcel,CARD,64.7,42.3,37.4,8.56,102.36,2025-06-02
AP20250602012612,S06426,Bondi,small_satchel,SIG,23.6,18.8,3.2,0.4,1.42,2025-06-02
AP20250602012613,S06426,Bondi,small_satchel,ATL,27.2,17.5,3.2,0.35,1.52,2025-06-02
AP20250602012614,S06426,Bondi,small_satchel,ATL,27.0,18.1,2.7,0.35,1.32,2025-06-02
AP20250602012615,S06427,Bondi,small_satchel,ATL,25.0,16.8,2.9,0.35,1.22,2025-06-02
AP20250602012616,S06428,Bondi,large_parcel,ATL,56.8,42.7,33.5,9.85,81.25,2025-06-02
AP20250602012617,S06428,Bondi,small_satchel,ATL,25.1,17.4,3.3,0.45,1.44,2025-06-02
AP20250602012618,S06429,Bondi,small_satchel,ATL,25.9,17.3,3.1,0.43,1.39,2025-06-02
AP20250602012619,S06430,Bondi,small_parcel,SIG,31.9,27.1,16.9,2.16,14.61,2025-06-02
AP20250602012620,S06431,Bondi,medium_satchel,CARD,34.2,22.3,5.4,0.97,4.12,2025-06-02
AP20250602012621,S06432,Bondi,small_satchel,ATL,27.4,18.9,3.3,0.45,1.71,2025-06-02
AP20250602012622,S06432,Bondi,medium_parcel,ATL,47.9,32.8,22.9,4.94,35.98,2025-06-02
AP20250602012623,S06432,Bondi,extra_large,SIG,77.7,57.1,37.7,20.51,167.26,2025-06-02
AP20250602012624,S06433,Bondi,small_parcel,ATL,31.7,28.8,17.3,2.16,15.79,2025-06-02
AP20250602012625,S06434,Bondi,medium_satchel,ATL,34.3,21.7,5.8,0.86,4.32,2025-06-02
AP20250602012626,S06435,Bondi,large_parcel,CARD,55.3,42.5,39.1,9.63,91.89,2025-06-02
AP20250602012627,S06436,Bondi,small_satchel,ATL,27.2,19.1,2.7,0.38,1.4,2025-06-02
AP20250602012628,S06437,Bondi,small_parcel,ATL,30.1,28.1,18.1,2.16,15.31,2025-06-02
AP20250602012629,S06438,Bondi,medium_satchel,ATL,30.5,22.6,5.9,0.78,4.07,2025-06-02
AP20250602012630,S06438,Bondi,large_parcel,SIG,63.3,45.0,35.1,8.61,99.98,2025-06-02
AP20250602012631,S06438,Bondi,medium_satchel,ATL,31.2,23.7,5.6,1.02,4.14,2025-06-02
AP20250602012632,S06439,Bondi,medium_parcel,ATL,49.2,36.5,23.6,4.35,42.38,2025-06-02
AP20250602012633,S06440,Bondi,medium_parcel,CARD,45.2,33.9,22.8,5.16,34.94,2025-06-02
AP20250602012634,S06441,Bondi,medium_satchel,ATL,31.3,22.0,5.8,0.99,3.99,2025-06-02
AP20250602012635,S06441,Bondi,small_parcel,SIG,32.8,28.7,17.0,2.17,16.0,2025-06-02
AP20250602012636,S06442,Bondi,small_satchel,ATL,26.6,18.7,3.1,0.34,1.54,2025-06-02
AP20250602012637,S06442,Bondi,small_satchel,ATL,26.4,19.5,2.8,0.35,1.44,2025-06-02
AP20250602012638,S06443,Bondi,small_parcel,ATL,31.2,28.1,19.4,1.87,17.01,2025-06-02
AP20250602012639,S06444,Bondi,extra_large,CARD,74.6,62.6,43.9,15.58,205.01,2025-06-02
AP20250602012640,S06445,Bondi,small_parcel,ATL,33.7,26.9,17.2,1.9,15.59,2025-06-02
AP20250602012641,S06445,Bondi,small_satchel,CARD,27.4,18.0,3.3,0.45,1.63,2025-06-02
AP20250602012642,S06445,Bondi,small_parcel,ATL,33.1,28.5,19.3,2.0,18.21,2025-06-02
AP20250602012643,S06445,Bondi,small_parcel,CARD,34.1,25.9,18.3,1.95,16.16,2025-06-02
AP20250602012644,S06446,Bondi,small_satchel,ATL,23.7,17.4,2.9,0.4,1.2,2025-06-02
AP20250602012645,S06447,Bondi,small_satchel,ATL,27.0,18.6,3.0,0.43,1.51,2025-06-02
AP20250602012646,S06447,Bondi,small_satchel,CARD,24.9,19.1,3.0,0.36,1.43,2025-06-02
AP20250602012647,S06448,Bondi,medium_satchel,CARD,32.9,23.7,5.7,0.84,4.44,2025-06-02
AP20250602012648,S06449,Bondi,small_parcel,SIG,30.9,26.5,17.1,1.75,14.0,2025-06-02
AP20250602012649,S06449,Bondi,small_satchel,CARD,25.3,17.0,3.2,0.36,1.38,2025-06-02
AP20250602012650,S06449,Bondi,extra_large,SIG,75.4,55.7,42.1,16.61,176.81,2025-06-02
AP20250602012651,S06449,Bondi,large_parcel,ATL,63.8,45.0,36.4,8.6,104.5,2025-06-02
AP20250602012652,S06449,Bondi,small_satchel,SIG,24.3,18.1,3.3,0.45,1.45,2025-06-02
AP20250602012653,S06449,Bondi,medium_satchel,SIG,33.3,21.4,5.6,0.92,3.99,2025-06-02
AP20250602012654,S06449,Bondi,large_parcel,ATL,58.0,47.5,39.0,9.17,107.44,2025-06-02
AP20250602012655,S06450,Bondi,medium_satchel,ATL,33.9,22.0,5.7,0.98,4.25,2025-06-02
AP20250602012656,S06450,Bondi,small_satchel,ATL,26.8,17.2,2.8,0.38,1.29,2025-06-02
AP20250602012657,S06451,Bondi,small_parcel,ATL,32.5,28.3,20.1,1.78,18.49,2025-06-02
AP20250602012658,S06452,Bondi,medium_satchel,ATL,32.4,20.9,6.1,0.88,4.13,2025-06-02
AP20250602012659,S06452,Bondi,medium_satchel,ATL,33.8,21.2,5.4,1.03,3.87,2025-06-02
AP20250602012660,S06453,Bondi,medium_parcel,CARD,45.7,35.5,25.0,5.03,40.56,2025-06-02
AP20250602012661,S06453,Bondi,medium_parcel,ATL,46.8,38.2,23.1,5.72,41.3,2025-06-02
AP20250602012662,S06453,Bondi,medium_parcel,CARD,44.8,36.5,28.0,5.73,45.79,2025-06-02
AP20250602012663,S06453,Bondi,small_satchel,ATL,25.1,18.1,3.2,0.43,1.45,2025-06-02
AP20250602012664,S06453,Bondi,small_satchel,ATL,24.8,19.2,2.8,0.4,1.33,2025-06-02
AP20250602012665,S06454,Bondi,small_parcel,CARD,34.1,27.4,19.6,2.14,18.31,2025-06-02
AP20250602012666,S06455,Bondi,small_satchel,ATL,25.5,18.8,2.9,0.41,1.39,2025-06-02
AP20250602012667,S06456,Bondi,medium_satchel,ATL,30.0,22.0,5.6,0.88,3.7,2025-06-02
AP20250602012668,S06456,Bondi,medium_parcel,ATL,48.1,35.7,26.6,5.66,45.68,2025-06-02
AP20250602012669,S06457,Bondi,small_satchel,SIG,23.1,16.7,3.2,0.42,1.23,2025-06-02
AP20250602012670,S06458,Bondi,medium_satchel,ATL,31.6,20.3,6.7,0.85,4.3,2025-06-02
AP20250602012671,S06458,Bondi,small_satchel,CARD,23.6,19.6,3.0,0.4,1.39,2025-06-02
AP20250602012672,S06458,Bondi,large_parcel,ATL,57.6,43.7,33.4,10.65,84.07,2025-06-02
AP20250602012673,S06458,Bondi,medium_satchel,ATL,31.3,21.2,5.6,0.82,3.72,2025-06-02
AP20250602012674,S06459,Bondi,medium_satchel,SIG,33.9,21.0,6.7,0.99,4.77,2025-06-02
AP20250602012675,S06459,Bondi,extra_large,SIG,78.1,59.0,43.3,19.36,199.52,2025-06-02
AP20250602012676,S06460,Bondi,extra_large,ATL,84.2,57.6,38.5,16.05,186.72,2025-06-02
AP20250602012677,S06460,Bondi,small_parcel,ATL,32.6,28.9,16.3,2.19,15.36,2025-06-02
AP20250602012678,S06460,Bondi,small_parcel,SIG,33.8,29.0,17.8,1.74,17.45,2025-06-02
AP20250602012679,S06460,Bondi,large_parcel,CARD,55.3,44.7,33.1,10.35,81.82,2025-06-02
AP20250602012680,S06461,Bondi,medium_satchel,ATL,31.2,22.6,5.4,0.91,3.81,2025-06-02
AP20250602012681,S06461,Bondi,medium_satchel,ATL,30.4,21.5,6.6,1.01,4.31,2025-06-02
AP20250602012682,S06462,Bondi,small_satchel,ATL,25.4,18.6,3.0,0.46,1.42,2025-06-02
AP20250602012683,S06463,Bondi,medium_parcel,CARD,47.3,33.5,24.7,4.32,39.14,2025-06-02
AP20250602012684,S06464,Bondi,medium_parcel,ATL,48.5,36.3,25.4,5.42,44.72,2025-06-02
AP20250602012685,S06464,Bondi,medium_satchel,ATL,30.6,21.8,5.9,1.02,3.94,2025-06-02
AP20250602012686,S06465,Bondi,medium_parcel,ATL,41.8,38.5,27.8,5.3,44.74,2025-06-02
AP20250602012687,S06466,Bondi,small_satchel,ATL,23.1,17.0,3.2,0.43,1.26,2025-06-02
AP20250602012688,S06466,Bondi,medium_satchel,ATL,34.2,24.1,6.3,0.95,5.19,2025-06-02
AP20250602012689,S06467,Bondi,medium_satchel,ATL,32.4,21.5,6.0,0.77,4.18,2025-06-02
AP20250602012690,S06468,Bondi,extra_large,CARD,75.0,65.8,42.8,20.69,211.22,2025-06-02
AP20250602012691,S06468,Bondi,medium_satchel,CARD,32.5,21.2,5.8,0.88,4.0,2025-06-02
AP20250602012692,S06469,Bondi,medium_satchel,SIG,30.7,23.6,6.2,0.94,4.49,2025-06-02
AP20250602012693,S06470,Bondi,medium_satchel,CARD,29.9,23.9,5.4,0.98,3.86,2025-06-02
AP20250602012694,S06470,Bondi,large_parcel,ATL,65.4,45.7,34.0,10.3,101.62,2025-06-02
AP20250602012695,S06471,Bondi,medium_satchel,SIG,34.9,21.6,6.7,0.96,5.05,2025-06-02
AP20250602012696,S06472,Bondi,small_satchel,ATL,27.1,17.9,3.1,0.37,1.5,2025-06-02
AP20250602012697,S06472,Bondi,small_parcel,ATL,34.2,27.3,16.9,2.12,15.78,2025-06-02
AP20250602012698,S06472,Bondi,medium_satchel,ATL,30.9,22.7,5.5,1.03,3.86,2025-06-02
AP20250602012699,S06472,Bondi,medium_parcel,CARD,47.7,32.2,25.5,5.21,39.17,2025-06-02
AP20250602012700,S06472,Bondi,small_satchel,ATL,25.5,16.9,3.3,0.45,1.42,2025-06-02
AP20250602012701,S06472,Bondi,small_satchel,ATL,23.6,17.1,3.3,0.39,1.33,2025-06-02
AP20250602012702,S06472,Bondi,medium_satchel,ATL,31.2,21.6,6.4,0.98,4.31,2025-06-02
AP20250602012703,S06473,Bondi,small_satchel,CARD,23.2,19.5,3.3,0.36,1.49,2025-06-02
AP20250602012704,S06473,Bondi,small_parcel,SIG,34.0,26.5,17.6,2.02,15.86,2025-06-02
AP20250602012705,S06473,Bondi,small_satchel,CARD,27.1,18.2,3.0,0.34,1.48,2025-06-02
AP20250602012706,S06474,Bondi,medium_parcel,ATL,46.8,35.2,23.0,5.65,37.89,2025-06-02
AP20250602012707,S06475,Bondi,medium_parcel,SIG,46.3,36.9,27.9,4.27,47.67,2025-06-02
AP20250602012708,S06476,Bondi,small_satchel,SIG,26.6,17.1,2.8,0.44,1.27,2025-06-02
AP20250602012709,S06476,Bondi,medium_satchel,ATL,32.6,21.8,6.1,0.81,4.34,2025-06-02
AP20250602012710,S06476,Bondi,medium_parcel,SIG,47.0,35.3,25.0,5.41,41.48,2025-06-02
AP20250602012711,S06477,Bondi,medium_satchel,SIG,29.6,22.2,6.1,0.98,4.01,2025-06-02
AP20250602012712,S06477,Bondi,small_satchel,CARD,26.3,18.1,3.3,0.37,1.57,2025-06-02
AP20250602012713,S06477,Bondi,large_parcel,ATL,57.4,46.8,38.8,9.03,104.23,2025-06-02
AP20250602012714,S06477,Bondi,small_satchel,ATL,23.7,18.3,2.7,0.46,1.17,2025-06-02
AP20250602012715,S06477,Bondi,small_satchel,SIG,26.8,18.9,2.9,0.35,1.47,2025-06-02
AP20250602012716,S06478,Bondi,small_satchel,CARD,27.2,19.6,2.8,0.46,1.49,2025-06-02
AP20250602012717,S06478,Bondi,medium_parcel,SIG,48.9,37.7,25.8,5.57,47.56,2025-06-02
AP20250602012718,S06479,Bondi,extra_large,ATL,77.5,63.1,40.8,20.21,199.52,2025-06-02
AP20250602012719,S06479,Bondi,small_parcel,ATL,33.7,29.3,16.6,2.27,16.39,2025-06-02
AP20250602012720,S06480,Bondi,small_parcel,ATL,31.4,26.3,18.6,2.26,15.36,2025-06-02
AP20250602012721,S06480,Bondi,small_parcel,ATL,32.7,26.0,18.6,1.75,15.81,2025-06-02
AP20250602012722,S06481,Bondi,small_satchel,ATL,24.6,19.6,3.1,0.43,1.49,2025-06-02
AP20250602012723,S06481,Bondi,large_parcel,CARD,64.6,43.4,38.8,11.17,108.78,2025-06-02
AP20250602012724,S06482,Bondi,small_parcel,SIG,31.8,27.0,16.5,1.87,14.17,2025-06-02
AP20250602012725,S06483,Bondi,medium_satchel,SIG,31.1,21.9,5.8,0.82,3.95,2025-06-02
AP20250602012726,S06483,Bondi,small_satchel,CARD,26.5,18.1,2.8,0.42,1.34,2025-06-02
AP20250602012727,S06484,Bondi,medium_satchel,SIG,32.4,23.9,5.7,0.79,4.41,2025-06-02
AP20250602012728,S06485,Bondi,medium_satchel,ATL,33.8,21.7,5.5,0.78,4.03,2025-06-02
AP20250602012729,S06486,Bondi,small_parcel,ATL,33.8,24.8,19.1,1.77,16.01,2025-06-02
AP20250602012730,S06487,Bondi,medium_satchel,ATL,33.0,23.7,6.0,0.95,4.69,2025-06-02
AP20250602012731,S06487,Bondi,small_satchel,ATL,24.2,18.7,3.0,0.4,1.36,2025-06-02
AP20250602012732,S06488,Bondi,small_parcel,SIG,32.8,29.1,18.5,1.93,17.66,2025-06-02
AP20250602012733,S06488,Bondi,medium_parcel,SIG,45.6,37.0,27.6,4.45,46.57,2025-06-02
AP20250602012734,S06489,Bondi,medium_satchel,SIG,29.9,22.4,6.3,0.83,4.22,2025-06-02
AP20250602012735,S06489,Bondi,large_parcel,ATL,63.3,45.3,39.0,8.93,111.83,2025-06-02
AP20250602012736,S06490,Bondi,medium_satchel,CARD,31.1,22.4,5.8,1.0,4.04,2025-06-02
AP20250602012737,S06490,Bondi,small_parcel,ATL,31.3,29.6,19.2,1.8,17.79,2025-06-02
AP20250602012738,S06490,Bondi,medium_satchel,SIG,30.3,22.9,6.3,0.79,4.37,2025-06-02
AP20250602012739,S06490,Bondi,small_parcel,ATL,31.4,27.0,18.4,2.08,15.6,2025-06-02
AP20250602012740,S06491,Bondi,small_satchel,CARD,26.2,17.7,2.7,0.4,1.25,2025-06-02
AP20250602012741,S06492,Bondi,medium_satchel,ATL,32.0,24.0,5.7,0.83,4.38,2025-06-02
AP20250602012742,S06492,Bondi,small_parcel,CARD,29.7,29.5,17.9,1.77,15.68,2025-06-02
AP20250602012743,S06492,Bondi,small_satchel,ATL,24.0,17.9,3.0,0.41,1.29,2025-06-02
AP20250602012744,S06492,Bondi,small_parcel,ATL,30.3,29.2,17.5,1.73,15.48,2025-06-02
AP20250602012745,S06492,Bondi,small_parcel,ATL,32.3,25.3,17.4,1.94,14.22,2025-06-02
AP20250602012746,S06492,Bondi,large_parcel,ATL,64.7,46.7,34.1,8.63,103.03,2025-06-02
AP20250602012747,S06493,Bondi,small_parcel,CARD,33.9,27.6,19.3,1.82,18.06,2025-06-02
AP20250602012748,S06494,Bondi,small_satchel,ATL,24.8,17.2,3.3,0.41,1.41,2025-06-02
AP20250602012749,S06495,Bondi,small_satchel,ATL,23.1,16.7,2.7,0.41,1.04,2025-06-02
AP20250602012750,S06495,Bondi,small_satchel,CARD,24.6,16.7,3.3,0.37,1.36,2025-06-02
AP20250602012751,S06496,Bondi,small_parcel,CARD,35.1,28.7,17.0,2.06,17.13,2025-06-02
AP20250602012752,S06497,Bondi,medium_parcel,ATL,44.1,37.5,23.1,5.71,38.2,2025-06-02
AP20250602012753,S06498,Bondi,small_satchel,SIG,25.8,17.3,3.3,0.38,1.47,2025-06-02
AP20250602012754,S06499,Bondi,large_parcel,SIG,64.6,45.7,31.6,10.13,93.29,2025-06-02
AP20250602012755,S06499,Bondi,small_parcel,ATL,33.7,25.0,16.4,2.25,13.82,2025-06-02
AP20250602012756,S06500,Bondi,small_satchel,ATL,23.3,17.4,2.9,0.42,1.18,2025-06-02
AP20250602012757,S06501,Bondi,medium_satchel,CARD,30.8,21.1,6.6,1.01,4.29,2025-06-02
AP20250602012758,S06502,Bondi,medium_parcel,SIG,44.6,34.3,25.8,5.16,39.47,2025-06-02
AP20250602012759,S06503,Bondi,large_parcel,ATL,63.6,42.0,36.8,10.43,98.3,2025-06-02
AP20250602012760,S06504,Bondi,large_parcel,SIG,64.9,47.0,34.3,9.07,104.63,2025-06-02
AP20250602012761,S06504,Bondi,small_parcel,ATL,34.7,29.3,19.4,1.87,19.72,2025-06-02
AP20250602012762,S06504,Bondi,medium_satchel,CARD,30.0,20.6,5.6,0.97,3.46,2025-06-02
AP20250602012763,S06504,Bondi,medium_parcel,ATL,46.1,33.5,24.3,5.74,37.53,2025-06-02
AP20250602012764,S06504,Bondi,medium_satchel,ATL,33.9,22.8,6.5,0.84,5.02,2025-06-02
AP20250602012765,S06505,Bondi,small_satchel,ATL,24.7,17.4,3.1,0.38,1.33,2025-06-02
AP20250602012766,S06506,Bondi,extra_large,SIG,76.9,62.5,39.7,15.34,190.81,2025-06-02
AP20250602012767,S06507,Bondi,medium_satchel,ATL,32.4,21.7,5.6,0.95,3.94,2025-06-02
AP20250602012768,S06507,Bondi,medium_satchel,ATL,35.0,23.0,5.6,0.99,4.51,2025-06-02
AP20250602012769,S06508,Bondi,medium_satchel,ATL,30.2,21.1,6.6,1.02,4.21,2025-06-02
AP20250602012770,S06508,Bondi,small_parcel,ATL,34.6,26.7,18.5,2.06,17.09,2025-06-02
AP20250602012771,S06509,Bondi,small_satchel,ATL,25.4,16.7,2.9,0.38,1.23,2025-06-02
AP20250602012772,S06510,Bondi,medium_satchel,CARD,34.4,21.0,6.3,0.84,4.55,2025-06-02
AP20250602012773,S06510,Bondi,large_parcel,ATL,63.8,46.4,37.6,9.76,111.31,2025-06-02
AP20250602012774,S06510,Bondi,small_satchel,ATL,23.9,18.9,3.0,0.34,1.36,2025-06-02
AP20250602012775,S06511,Bondi,small_satchel,ATL,23.8,16.6,3.2,0.41,1.26,2025-06-02
AP20250602012776,S06512,Bondi,medium_parcel,SIG,44.0,32.7,24.1,5.24,34.68,2025-06-02
AP20250602012777,S06513,Bondi,extra_large,CARD,75.4,62.8,37.3,16.27,176.62,2025-06-02
AP20250602012778,S06514,Bondi,medium_parcel,CARD,45.1,37.4,22.8,5.73,38.46,2025-06-02
AP20250602012779,S06515,Bondi,medium_satchel,SIG,33.4,23.7,6.4,0.77,5.07,2025-06-02
AP20250602012780,S06516,Bondi,large_parcel,ATL,56.9,47.2,32.4,9.57,87.02,2025-06-02
AP20250602012781,S06517,Bondi,extra_large,SIG,78.1,56.9,44.8,18.44,199.09,2025-06-02
AP20250602012782,S06518,Bondi,small_satchel,ATL,26.9,16.6,3.1,0.4,1.38,2025-06-02
AP20250602012783,S06519,Bondi,medium_parcel,ATL,44.6,34.5,23.0,5.22,35.39,2025-06-02
AP20250602012784,S06520,Bondi,medium_parcel,SIG,43.3,32.8,27.9,5.42,39.62,2025-06-02
AP20250602012785,S06520,Bondi,medium_satchel,CARD,32.1,23.9,6.6,0.95,5.06,2025-06-02
AP20250602012786,S06520,Bondi,small_satchel,CARD,25.9,19.1,3.0,0.45,1.48,2025-06-02
AP20250602012787,S06520,Bondi,small_satchel,ATL,25.0,19.4,3.1,0.43,1.5,2025-06-02
AP20250602012788,S06520,Bondi,small_parcel,ATL,31.3,26.9,19.9,1.72,16.76,2025-06-02
AP20250602012789,S06521,Bondi,small_satchel,ATL,23.8,16.9,3.2,0.42,1.29,2025-06-02
AP20250602012790,S06522,Bondi,large_parcel,SIG,55.7,42.5,36.7,10.52,86.88,2025-06-02
AP20250602012791,S06522,Bondi,small_satchel,ATL,26.3,18.5,3.1,0.4,1.51,2025-06-02
AP20250602012792,S06523,Bondi,medium_satchel,ATL,32.6,20.3,5.6,0.78,3.71,2025-06-02
AP20250602012793,S06523,Bondi,large_parcel,SIG,64.7,47.7,35.5,10.65,109.56,2025-06-02
AP20250602012794,S06524,Bondi,medium_parcel,ATL,46.9,34.8,26.7,4.72,43.58,2025-06-02
AP20250602012795,S06524,Bondi,small_parcel,ATL,31.9,28.3,17.6,1.83,15.89,2025-06-02
AP20250602012796,S06524,Bondi,extra_large,ATL,80.2,58.5,39.4,19.06,184.85,2025-06-02
AP20250602012797,S06524,Bondi,large_parcel,CARD,59.6,44.3,35.3,10.4,93.2,2025-06-02
AP20250602012798,S06525,Bondi,small_parcel,ATL,31.9,29.0,18.2,1.71,16.84,2025-06-02
AP20250602012799,S06525,Bondi,medium_satchel,ATL,33.3,22.8,6.4,1.03,4.86,2025-06-02
AP20250602012800,S06525,Bondi,small_parcel,ATL,34.3,28.9,18.5,2.16,18.34,2025-06-02
AP20250602012801,S06525,Bondi,small_satchel,CARD,25.7,19.8,3.3,0.35,1.68,2025-06-02
AP20250602012802,S06526,Bondi,medium_satchel,SIG,33.0,21.0,5.8,0.8,4.02,2025-06-02
AP20250602012803,S06527,Bondi,small_satchel,CARD,26.6,18.3,3.1,0.38,1.51,2025-06-02
AP20250602012804,S06528,Bondi,medium_parcel,ATL,45.4,38.0,25.5,4.6,43.99,2025-06-02
AP20250602012805,S06529,Bondi,small_satchel,ATL,24.7,17.1,3.2,0.4,1.35,2025-06-02
AP20250602012806,S06530,Bondi,medium_satchel,CARD,32.0,21.2,6.1,0.81,4.14,2025-06-02
AP20250602012807,S06531,Bondi,small_parcel,CARD,31.7,26.9,18.9,2.02,16.12,2025-06-02
AP20250602012808,S06531,Bondi,extra_large,ATL,75.3,59.4,40.2,19.04,179.81,2025-06-02
AP20250602012809,S06531,Bondi,small_parcel,SIG,32.8,25.9,16.9,2.27,14.36,2025-06-02
AP20250602012810,S06531,Bondi,small_parcel,ATL,30.0,25.9,18.9,1.82,14.69,2025-06-02
AP20250602012811,S06531,Bondi,medium_parcel,ATL,42.3,38.5,23.5,5.42,38.27,2025-06-02
AP20250602012812,S06532,Bondi,medium_satchel,ATL,30.4,24.1,6.1,0.82,4.47,2025-06-02
AP20250602012813,S06532,Bondi,small_parcel,ATL,30.6,28.4,17.9,1.83,15.56,2025-06-02
AP20250602012814,S06533,Bondi,extra_large,ATL,80.8,65.1,44.7,17.19,235.13,2025-06-02
AP20250602012815,S06534,Bondi,small_satchel,ATL,24.2,19.3,3.1,0.38,1.45,2025-06-02
AP20250602012816,S06535,Bondi,medium_parcel,ATL,46.3,36.0,24.8,5.41,41.34,2025-06-02
AP20250602012817,S06536,Bondi,small_satchel,ATL,24.6,17.8,3.2,0.34,1.4,2025-06-02
AP20250602012818,S06537,Bondi,medium_parcel,SIG,43.3,36.3,24.8,5.42,38.98,2025-06-02
AP20250602012819,S06537,Bondi,extra_large,SIG,74.0,65.8,41.1,18.72,200.12,2025-06-02
AP20250602012820,S06538,Bondi,small_parcel,ATL,33.7,29.1,17.0,1.96,16.67,2025-06-02
AP20250602012821,S06538,Bondi,small_satchel,ATL,23.9,17.5,3.3,0.39,1.38,2025-06-02
AP20250602012822,S06538,Bondi,small_parcel,ATL,32.8,27.4,19.8,1.81,17.79,2025-06-02
AP20250602012823,S06538,Bondi,large_parcel,SIG,62.4,47.2,37.8,10.37,111.33,2025-06-02
AP20250602012824,S06538,Bondi,small_parcel,CARD,34.5,26.7,17.3,1.75,15.94,2025-06-02
AP20250602012825,S06538,Bondi,small_satchel,ATL,24.9,19.7,3.0,0.42,1.47,2025-06-02
AP20250602012826,S06538,Bondi,small_parcel,ATL,31.0,24.9,19.3,1.98,14.9,2025-06-02
AP20250602012827,S06538,Bondi,small_satchel,ATL,24.2,19.3,3.3,0.39,1.54,2025-06-02
AP20250602012828,S06539,Bondi,small_parcel,ATL,31.2,27.4,18.0,1.82,15.39,2025-06-02
AP20250602012829,S06539,Bondi,medium_parcel,ATL,43.6,35.6,24.7,5.58,38.34,2025-06-02
AP20250602012830,S06540,Bondi,medium_satchel,ATL,35.1,22.0,6.7,0.86,5.17,2025-06-02
AP20250602012831,S06541,Bondi,medium_satchel,ATL,31.0,23.5,6.7,0.94,4.88,2025-06-02
AP20250602012832,S06542,Bondi,medium_satchel,SIG,32.9,24.0,6.4,0.9,5.05,2025-06-02
AP20250602012833,S06543,Bondi,small_satchel,ATL,24.2,19.4,3.3,0.39,1.55,2025-06-02
AP20250602012834,S06544,Bondi,medium_parcel,SIG,49.0,37.6,27.1,4.6,49.93,2025-06-02
AP20250602012835,S06544,Bondi,small_parcel,ATL,30.1,25.6,17.0,1.75,13.1,2025-06-02
AP20250602012836,S06544,Bondi,medium_parcel,SIG,49.1,38.3,23.3,5.41,43.82,2025-06-02
AP20250602012837,S06544,Bondi,small_satchel,ATL,25.3,18.6,2.7,0.44,1.27,2025-06-02
AP20250602012838,S06545,Bondi,small_satchel,ATL,26.3,18.2,3.1,0.45,1.48,2025-06-02
AP20250602012839,S06546,Bondi,small_satchel,ATL,25.4,17.1,3.3,0.39,1.43,2025-06-02
AP20250602012840,S06547,Bondi,large_parcel,SIG,55.7,46.3,36.7,9.11,94.65,2025-06-02
AP20250602012841,S06547,Bondi,medium_parcel,SIG,44.8,34.2,23.2,5.24,35.55,2025-06-02
AP20250602012842,S06548,Bondi,medium_satchel,ATL,30.8,23.7,6.5,1.03,4.74,2025-06-02
AP20250602012843,S06549,Bondi,medium_parcel,ATL,44.0,35.1,25.4,5.08,39.23,2025-06-02
AP20250602012844,S06549,Bondi,small_satchel,ATL,26.8,17.4,3.2,0.37,1.49,2025-06-02
AP20250602012845,S06549,Bondi,medium_parcel,ATL,46.4,37.3,25.0,5.19,43.27,2025-06-02
AP20250602012846,S06549,Bondi,large_parcel,CARD,63.7,41.5,34.0,8.91,89.88,2025-06-02
AP20250602012847,S06549,Bondi,medium_parcel,ATL,45.7,37.9,26.4,4.52,45.73,2025-06-02
AP20250602012848,S06550,Bondi,small_satchel,ATL,26.4,18.1,2.9,0.35,1.39,2025-06-02
