stop_id,suburb,lat,lon,stop_type,address,zone_id,dominant_suburb
S06179,Rose Bay,-33.868025,151.266216,apartment,"504 New South Head Rd, Rose Bay NSW",Z0533,Rose Bay
S06180,Rose Bay,-33.868338,151.271893,residential,"680 Woollahra Ave, Rose Bay NSW",Z0487,Rose Bay
S06181,Rose Bay,-33.875026,151.27196,apartment,"478 O'Sullivan Rd, Rose Bay NSW",Z0387,Rose Bay
S06182,Rose Bay,-33.881075,151.265943,residential,"538 Plumer Rd, Rose Bay NSW",Z0056,Bondi
S06183,Rose Bay,-33.882556,151.256457,business,"238 Plumer Rd, Rose Bay NSW",Z0470,Double Bay
S06184,Rose Bay,-33.865047,151.265295,residential,"564 Vickery Ave, Rose Bay NSW",Z0482,Rose Bay
S06185,Rose Bay,-33.880262,151.272326,residential,"674 Beaumont St, Rose Bay NSW",Z0246,Rose Bay
S06186,Rose Bay,-33.861442,151.27052,residential,"690 New South Head Rd, Rose Bay NSW",Z0363,Rose Bay
S06187,Rose Bay,-33.877588,151.252492,residential,"14 New South Head Rd, Rose Bay NSW",Z0589,Double Bay
S06188,Rose Bay,-33.874188,151.274591,residential,"546 Beaumont St, Rose Bay NSW",Z0387,Rose Bay
S06189,Rose Bay,-33.852279,151.263672,residential,"506 Vickery Ave, Rose Bay NSW",Z0341,Rose Bay
S06190,Rose Bay,-33.875396,151.272681,residential,"684 Plumer Rd, Rose Bay NSW",Z0387,Rose Bay
S06191,Rose Bay,-33.878849,151.274619,business,"256 Beaumont St, Rose Bay NSW",Z0352,Bondi
S06192,Rose Bay,-33.874474,151.271862,business,"184 Woollahra Ave, Rose Bay NSW",Z0387,Rose Bay
S06193,Rose Bay,-33.88272,151.283157,residential,"612 Woollahra Ave, Rose Bay NSW",Z0526,Bondi
S06194,Rose Bay,-33.874076,151.276095,residential,"12 Woollahra Ave, Rose Bay NSW",Z0531,Rose Bay
S06195,Rose Bay,-33.871595,151.264472,residential,"148 New South Head Rd, Rose Bay NSW",Z0395,Rose Bay
S06196,Rose Bay,-33.865144,151.265288,residential,"112 New South Head Rd, Rose Bay NSW",Z0482,Rose Bay
S06197,Rose Bay,-33.868532,151.267498,apartment,"590 Woollahra Ave, Rose Bay NSW",Z0533,Rose Bay
S06198,Rose Bay,-33.87108,151.265288,residential,"620 Woollahra Ave, Rose Bay NSW",Z0395,Rose Bay
S06199,Rose Bay,-33.85705,151.271056,residential,"476 Woollahra Ave, Rose Bay NSW",Z0341,Rose Bay
S06200,Rose Bay,-33.867899,151.259029,residential,"44 Plumer Rd, Rose Bay NSW",Z0259,Rose Bay
S06201,Rose Bay,-33.862054,151.279158,residential,"82 Plumer Rd, Rose Bay NSW",Z0453,Rose Bay
S06202,Rose Bay,-33.865862,151.268432,residential,"692 Dover Rd, Rose Bay NSW",Z0363,Rose Bay
S06203,Rose Bay,-33.862325,151.278925,apartment,"532 O'Sullivan Rd, Rose Bay NSW",Z0381,Rose Bay
S06204,Rose Bay,-33.864067,151.258631,residential,"516 Beaumont St, Rose Bay NSW",Z0489,Rose Bay
S06205,Rose Bay,-33.86626,151.25866,residential,"96 Plumer Rd, Rose Bay NSW",Z0259,Rose Bay
S06206,Rose Bay,-33.867832,151.276735,residential,"596 Dover Rd, Rose Bay NSW",Z0043,Rose Bay
S06207,Rose Bay,-33.8617,151.262921,residential,"278 Vickery Ave, Rose Bay NSW",Z0482,Rose Bay
S06208,Rose Bay,-33.876201,151.260125,residential,"404 Woollahra Ave, Rose Bay NSW",Z0242,Rose Bay
S06209,Rose Bay,-33.877238,151.277413,residential,"280 New South Head Rd, Rose Bay NSW",Z0016,Rose Bay
S06210,Rose Bay,-33.883275,151.261603,residential,"284 Beaumont St, Rose Bay NSW",Z0262,Bondi
S06211,Rose Bay,-33.86843,151.26795,residential,"572 O'Sullivan Rd, Rose Bay NSW",Z0533,Rose Bay
S06212,Rose Bay,-33.863967,151.263768,apartment,"466 Vickery Ave, Rose Bay NSW",Z0482,Rose Bay
S06213,Rose Bay,-33.879377,151.274162,residential,"632 Beaumont St, Rose Bay NSW",Z0352,Bondi
S06214,Rose Bay,-33.877171,151.269913,residential,"316 Beaumont St, Rose Bay NSW",Z0323,Bondi
S06215,Rose Bay,-33.862013,151.27539,business,"76 Plumer Rd, Rose Bay NSW",Z0381,Rose Bay
S06216,Rose Bay,-33.86724,151.258509,residential,"150 Dover Rd, Rose Bay NSW",Z0259,Rose Bay
S06217,Rose Bay,-33.867545,151.270029,apartment,"642 Beaumont St, Rose Bay NSW",Z0487,Rose Bay
S06218,Rose Bay,-33.869195,151.268832,business,"350 O'Sullivan Rd, Rose Bay NSW",Z0533,Rose Bay
S06219,Rose Bay,-33.873584,151.262108,residential,"78 Vickery Ave, Rose Bay NSW",Z0287,Rose Bay
S06220,Rose Bay,-33.882983,151.259814,apartment,"146 O'Sullivan Rd, Rose Bay NSW",Z0491,Rose Bay
S06221,Rose Bay,-33.867955,151.267403,residential,"116 Beaumont St, Rose Bay NSW",Z0533,Rose Bay
S06222,Rose Bay,-33.857179,151.265772,residential,"178 O'Sullivan Rd, Rose Bay NSW",Z0341,Rose Bay
S06223,Rose Bay,-33.870005,151.277539,apartment,"546 O'Sullivan Rd, Rose Bay NSW",Z0043,Rose Bay
S06224,Rose Bay,-33.880105,151.274706,residential,"268 Woollahra Ave, Rose Bay NSW",Z0352,Bondi
S06225,Rose Bay,-33.873502,151.26261,apartment,"286 Dover Rd, Rose Bay NSW",Z0287,Rose Bay
S06226,Rose Bay,-33.86545,151.266044,residential,"190 New South Head Rd, Rose Bay NSW",Z0037,Rose Bay
S06227,Rose Bay,-33.864618,151.272476,residential,"312 Beaumont St, Rose Bay NSW",Z0363,Rose Bay
S06228,Rose Bay,-33.861197,151.273356,residential,"402 Vickery Ave, Rose Bay NSW",Z0381,Rose Bay
S06229,Rose Bay,-33.864677,151.277609,residential,"320 Woollahra Ave, Rose Bay NSW",Z0453,Rose Bay
S06230,Rose Bay,-33.886083,151.267589,residential,"422 Woollahra Ave, Rose Bay NSW",Z0161,Bondi
S06231,Rose Bay,-33.870494,151.269374,residential,"344 New South Head Rd, Rose Bay NSW",Z0025,Rose Bay
S06232,Rose Bay,-33.882194,151.253859,apartment,"140 O'Sullivan Rd, Rose Bay NSW",Z0470,Double Bay
S06233,Rose Bay,-33.867659,151.259218,residential,"638 New South Head Rd, Rose Bay NSW",Z0259,Rose Bay
S06234,Rose Bay,-33.866975,151.275389,residential,"628 Plumer Rd, Rose Bay NSW",Z0043,Rose Bay
S06235,Rose Bay,-33.877844,151.259365,residential,"290 Plumer Rd, Rose Bay NSW",Z0242,Rose Bay
S06236,Rose Bay,-33.874203,151.254695,residential,"334 Beaumont St, Rose Bay NSW",Z0267,Double Bay
S06237,Rose Bay,-33.876601,151.27425,residential,"638 Woollahra Ave, Rose Bay NSW",Z0532,Rose Bay
S06238,Rose Bay,-33.866355,151.264942,residential,"234 Vickery Ave, Rose Bay NSW",Z0037,Rose Bay
S06239,Rose Bay,-33.872651,151.261741,business,"370 Plumer Rd, Rose Bay NSW",Z0287,Rose Bay
S06240,Rose Bay,-33.876596,151.256268,apartment,"406 O'Sullivan Rd, Rose Bay NSW",Z0376,Double Bay
S06241,Rose Bay,-33.866603,151.256325,apartment,"324 Dover Rd, Rose Bay NSW",Z0489,Rose Bay
S06242,Rose Bay,-33.867833,151.264527,apartment,"618 Dover Rd, Rose Bay NSW",Z0037,Rose Bay
S06243,Rose Bay,-33.86637,151.26697,apartment,"676 O'Sullivan Rd, Rose Bay NSW",Z0037,Rose Bay
S06244,Rose Bay,-33.882891,151.27805,business,"376 New South Head Rd, Rose Bay NSW",Z0529,Bondi
S06245,Rose Bay,-33.876164,151.267036,apartment,"86 O'Sullivan Rd, Rose Bay NSW",Z0472,Rose Bay
S06246,Rose Bay,-33.867342,151.265534,residential,"402 New South Head Rd, Rose Bay NSW",Z0037,Rose Bay
S06247,Rose Bay,-33.883736,151.265785,apartment,"462 New South Head Rd, Rose Bay NSW",Z0527,Bondi
S06248,Rose Bay,-33.883543,151.250079,apartment,"8 Dover Rd, Rose Bay NSW",Z0493,Double Bay
S06249,Rose Bay,-33.877238,151.26418,residential,"480 Plumer Rd, Rose Bay NSW",Z0260,Rose Bay
S06250,Rose Bay,-33.866687,151.273177,residential,"412 O'Sullivan Rd, Rose Bay NSW",Z0487,Rose Bay
S06251,Rose Bay,-33.872021,151.268796,apartment,"662 Plumer Rd, Rose Bay NSW",Z0025,Rose Bay
S06252,Rose Bay,-33.868552,151.274306,apartment,"188 Beaumont St, Rose Bay NSW",Z0043,Rose Bay
S06253,Rose Bay,-33.878987,151.276756,apartment,"464 Vickery Ave, Rose Bay NSW",Z0352,Bondi
S06254,Rose Bay,-33.879057,151.254939,apartment,"694 Dover Rd, Rose Bay NSW",Z0061,Double Bay
S06255,Rose Bay,-33.862357,151.262897,business,"698 Woollahra Ave, Rose Bay NSW",Z0482,Rose Bay
S06256,Rose Bay,-33.869128,151.276133,residential,"320 New South Head Rd, Rose Bay NSW",Z0043,Rose Bay
S06257,Rose Bay,-33.879624,151.268939,residential,"226 Vickery Ave, Rose Bay NSW",Z0135,Bondi
S06258,Rose Bay,-33.885945,151.266904,residential,"504 New South Head Rd, Rose Bay NSW",Z0161,Bondi
S06259,Rose Bay,-33.881953,151.276369,residential,"444 Vickery Ave, Rose Bay NSW",Z0023,Bondi
S06260,Rose Bay,-33.879496,151.261766,apartment,"692 Vickery Ave, Rose Bay NSW",Z0242,Rose Bay
S06261,Rose Bay,-33.880989,151.262248,residential,"188 Plumer Rd, Rose Bay NSW",Z0056,Bondi
S06262,Rose Bay,-33.872336,151.261723,residential,"334 Woollahra Ave, Rose Bay NSW",Z0287,Rose Bay
S06263,Rose Bay,-33.867399,151.257464,residential,"276 Beaumont St, Rose Bay NSW",Z0259,Rose Bay
S06264,Rose Bay,-33.872731,151.266327,residential,"696 Beaumont St, Rose Bay NSW",Z0395,Rose Bay
S06265,Rose Bay,-33.875285,151.269543,business,"420 New South Head Rd, Rose Bay NSW",Z0472,Rose Bay
S06266,Rose Bay,-33.869696,151.259748,residential,"512 Dover Rd, Rose Bay NSW",Z0259,Rose Bay
S06267,Rose Bay,-33.874469,151.267243,residential,"146 Beaumont St, Rose Bay NSW",Z0472,Rose Bay
S06268,Rose Bay,-33.884097,151.263317,apartment,"428 Dover Rd, Rose Bay NSW",Z0262,Bondi
S06269,Rose Bay,-33.870681,151.267486,apartment,"532 New South Head Rd, Rose Bay NSW",Z0533,Rose Bay
S06270,Rose Bay,-33.869352,151.279656,apartment,"302 Dover Rd, Rose Bay NSW",Z0321,Rose Bay
S06271,Rose Bay,-33.863675,151.268789,residential,"470 Vickery Ave, Rose Bay NSW",Z0363,Rose Bay
S06272,Rose Bay,-33.86565,151.268948,apartment,"432 Vickery Ave, Rose Bay NSW",Z0363,Rose Bay
S06273,Rose Bay,-33.876018,151.284403,apartment,"608 New South Head Rd, Rose Bay NSW",Z0284,Rose Bay
S06274,Rose Bay,-33.873619,151.264041,residential,"218 Dover Rd, Rose Bay NSW",Z0218,Rose Bay
S06275,Rose Bay,-33.871853,151.273002,apartment,"690 Woollahra Ave, Rose Bay NSW",Z0530,Rose Bay
S06276,Rose Bay,-33.870605,151.26385,apartment,"600 Woollahra Ave, Rose Bay NSW",Z0109,Rose Bay
S06277,Rose Bay,-33.86164,151.274386,residential,"698 Dover Rd, Rose Bay NSW",Z0381,Rose Bay
S06278,Rose Bay,-33.872564,151.260862,residential,"640 New South Head Rd, Rose Bay NSW",Z0287,Rose Bay
S06279,Rose Bay,-33.875743,151.265421,apartment,"592 Woollahra Ave, Rose Bay NSW",Z0218,Rose Bay
S06280,Rose Bay,-33.863407,151.263611,apartment,"240 Beaumont St, Rose Bay NSW",Z0482,Rose Bay
S06281,Rose Bay,-33.863577,151.259751,residential,"656 Plumer Rd, Rose Bay NSW",Z0489,Rose Bay
S06282,Rose Bay,-33.8658,151.251089,residential,"196 Beaumont St, Rose Bay NSW",Z0404,Double Bay
S06283,Rose Bay,-33.883324,151.27136,residential,"420 O'Sullivan Rd, Rose Bay NSW",Z0023,Bondi
S06284,Rose Bay,-33.871534,151.263005,apartment,"64 Plumer Rd, Rose Bay NSW",Z0109,Rose Bay
S06285,Rose Bay,-33.873739,151.265927,residential,"660 Dover Rd, Rose Bay NSW",Z0218,Rose Bay
S06286,Rose Bay,-33.869045,151.267064,residential,"452 Plumer Rd, Rose Bay NSW",Z0533,Rose Bay
S06287,Rose Bay,-33.878196,151.256373,residential,"430 Woollahra Ave, Rose Bay NSW",Z0376,Double Bay
S06288,Rose Bay,-33.86636,151.264956,residential,"246 Plumer Rd, Rose Bay NSW",Z0037,Rose Bay
S06289,Rose Bay,-33.869597,151.253807,residential,"294 Dover Rd, Rose Bay NSW",Z0007,Rose Bay
S06290,Rose Bay,-33.865973,151.264423,apartment,"680 Vickery Ave, Rose Bay NSW",Z0037,Rose Bay
S06291,Rose Bay,-33.877336,151.280086,apartment,"104 Plumer Rd, Rose Bay NSW",Z0016,Rose Bay
S06292,Rose Bay,-33.870244,151.263797,residential,"360 Woollahra Ave, Rose Bay NSW",Z0109,Rose Bay
S06293,Rose Bay,-33.86658,151.25892,business,"580 Woollahra Ave, Rose Bay NSW",Z0259,Rose Bay
S06294,Rose Bay,-33.889946,151.264179,residential,"374 New South Head Rd, Rose Bay NSW",Z0269,Bondi
S06295,Rose Bay,-33.867432,151.280647,apartment,"674 Beaumont St, Rose Bay NSW",Z0321,Rose Bay
S06296,Rose Bay,-33.874624,151.264507,residential,"216 Dover Rd, Rose Bay NSW",Z0218,Rose Bay
S06297,Rose Bay,-33.872266,151.255701,apartment,"252 Dover Rd, Rose Bay NSW",Z0393,Rose Bay
S06298,Rose Bay,-33.863332,151.253495,residential,"522 Plumer Rd, Rose Bay NSW",Z0489,Rose Bay
S06299,Rose Bay,-33.864459,151.264858,residential,"388 Vickery Ave, Rose Bay NSW",Z0482,Rose Bay
S06300,Rose Bay,-33.876154,151.274606,apartment,"594 Vickery Ave, Rose Bay NSW",Z0532,Rose Bay
S06301,Rose Bay,-33.883914,151.271628,business,"68 Beaumont St, Rose Bay NSW",Z0528,Bondi
S06302,Rose Bay,-33.872636,151.276883,residential,"552 Beaumont St, Rose Bay NSW",Z0531,Rose Bay
S06303,Rose Bay,-33.864662,151.273123,apartment,"364 Woollahra Ave, Rose Bay NSW",Z0381,Rose Bay
S06304,Rose Bay,-33.862899,151.26819,apartment,"478 Vickery Ave, Rose Bay NSW",Z0363,Rose Bay
S06305,Rose Bay,-33.886748,151.246975,apartment,"644 O'Sullivan Rd, Rose Bay NSW",Z0026,Double Bay
S06306,Rose Bay,-33.867917,151.279179,residential,"696 Vickery Ave, Rose Bay NSW",Z0321,Rose Bay
S06307,Rose Bay,-33.868866,151.256446,apartment,"292 Vickery Ave, Rose Bay NSW",Z0007,Rose Bay
S06308,Rose Bay,-33.866696,151.286585,residential,"88 Plumer Rd, Rose Bay NSW",Z0321,Rose Bay
S06309,Rose Bay,-33.872008,151.261965,residential,"608 Woollahra Ave, Rose Bay NSW",Z0287,Rose Bay
S06310,Rose Bay,-33.884489,151.262297,residential,"582 New South Head Rd, Rose Bay NSW",Z0262,Bondi
S06311,Rose Bay,-33.875307,151.263837,apartment,"590 Beaumont St, Rose Bay NSW",Z0218,Rose Bay
S06312,Rose Bay,-33.878538,151.26821,residential,"518 O'Sullivan Rd, Rose Bay NSW",Z0323,Bondi
S06313,Rose Bay,-33.879337,151.257134,residential,"38 O'Sullivan Rd, Rose Bay NSW",Z0061,Double Bay
S06314,Bondi,-33.901209,151.280925,apartment,"108 Beach Rd, Bondi NSW",Z0153,Bondi
S06315,Bondi,-33.899382,151.265224,residential,"376 Blair St, Bondi NSW",Z0261,Bondi
S06316,Bondi,-33.90294,151.291391,residential,"54 Curlewis St, Bondi NSW",Z0127,Bondi
S06317,Bondi,-33.887519,151.270428,apartment,"480 Pacific Ave, Bondi NSW",Z0028,Bondi
S06318,Bondi,-33.890517,151.278124,apartment,"160 Blair St, Bondi NSW",Z0219,Bondi
S06319,Bondi,-33.879249,151.274116,apartment,"380 Campbell Pde, Bondi NSW",Z0352,Bondi
S06320,Bondi,-33.886044,151.275974,apartment,"638 Blair St, Bondi NSW",Z0525,Bondi
S06321,Bondi,-33.903082,151.270337,residential,"182 O'Brien St, Bondi NSW",Z0154,Bondi
S06322,Bondi,-33.895559,151.285981,apartment,"70 Pacific Ave, Bondi NSW",Z0492,Bondi
S06323,Bondi,-33.910394,151.27264,apartment,"116 Hall St, Bondi NSW",Z0035,Bondi
S06324,Bondi,-33.88876,151.279814,apartment,"378 Notts Ave, Bondi NSW",Z0426,Bondi
S06325,Bondi,-33.866283,151.27962,residential,"506 Blair St, Bondi NSW",Z0453,Rose Bay
S06326,Bondi,-33.890223,151.273306,residential,"72 Campbell Pde, Bondi NSW",Z0119,Bondi
S06327,Bondi,-33.889589,151.260758,residential,"184 Pacific Ave, Bondi NSW",Z0101,Bondi
S06328,Bondi,-33.891556,151.266853,residential,"112 Blair St, Bondi NSW",Z0191,Bondi
S06329,Bondi,-33.888197,151.280708,apartment,"134 Curlewis St, Bondi NSW",Z0426,Bondi
S06330,Bondi,-33.892806,151.277067,business,"626 O'Brien St, Bondi NSW",Z0055,Bondi
S06331,Bondi,-33.885839,151.266965,apartment,"338 Notts Ave, Bondi NSW",Z0161,Bondi
S06332,Bondi,-33.898352,151.274693,apartment,"574 Beach Rd, Bondi NSW",Z0015,Bondi
S06333,Bondi,-33.897979,151.276187,apartment,"262 Gould St, Bondi NSW",Z0015,Bondi
S06334,Bondi,-33.903032,151.279545,business,"332 Hall St, Bondi NSW",Z0064,Bondi
S06335,Bondi,-33.891693,151.290682,business,"104 Curlewis St, Bondi NSW",Z0441,Bondi
S06336,Bondi,-33.901352,151.253754,business,"304 Notts Ave, Bondi NSW",Z0445,Bondi
S06337,Bondi,-33.878327,151.285196,residential,"210 Pacific Ave, Bondi NSW",Z0059,Bondi
S06338,Bondi,-33.895278,151.276255,residential,"184 O'Brien St, Bondi NSW",Z0103,Bondi
S06339,Bondi,-33.909121,151.265028,business,"402 Curlewis St, Bondi NSW",Z0306,Coogee
S06340,Bondi,-33.901619,151.275784,apartment,"586 Campbell Pde, Bondi NSW",Z0524,Bondi
S06341,Bondi,-33.890185,151.287318,business,"438 Lamrock Ave, Bondi NSW",Z0089,Bondi
S06342,Bondi,-33.885529,151.290011,residential,"134 Campbell Pde, Bondi NSW",Z0380,Bondi
S06343,Bondi,-33.888215,151.26511,residential,"338 Hall St, Bondi NSW",Z0140,Bondi
S06344,Bondi,-33.898801,151.266663,apartment,"610 O'Brien St, Bondi NSW",Z0261,Bondi
S06345,Bondi,-33.896541,151.262663,apartment,"56 Curlewis St, Bondi NSW",Z0093,Bondi
S06346,Bondi,-33.897595,151.276397,apartment,"576 Notts Ave, Bondi NSW",Z0015,Bondi
S06347,Bondi,-33.8863,151.276841,apartment,"654 Hall St, Bondi NSW",Z0223,Bondi
S06348,Bondi,-33.890353,151.283187,residential,"64 Hall St, Bondi NSW",Z0469,Bondi
S06349,Bondi,-33.895427,151.278272,apartment,"332 Curlewis St, Bondi NSW",Z0103,Bondi
S06350,Bondi,-33.897335,151.282341,residential,"272 Campbell Pde, Bondi NSW",Z0033,Bondi
S06351,Bondi,-33.896106,151.261817,business,"136 Hall St, Bondi NSW",Z0093,Bondi
S06352,Bondi,-33.891324,151.290075,residential,"308 O'Brien St, Bondi NSW",Z0441,Bondi
S06353,Bondi,-33.879333,151.285975,apartment,"652 Curlewis St, Bondi NSW",Z0059,Bondi
S06354,Bondi,-33.889721,151.269537,apartment,"608 Lamrock Ave, Bondi NSW",Z0391,Bondi
S06355,Bondi,-33.894429,151.267215,residential,"192 Blair St, Bondi NSW",Z0330,Bondi
S06356,Bondi,-33.895131,151.281016,residential,"394 Hall St, Bondi NSW",Z0298,Bondi
S06357,Bondi,-33.876083,151.260245,residential,"216 Pacific Ave, Bondi NSW",Z0242,Rose Bay
S06358,Bondi,-33.883977,151.267683,residential,"92 Gould St, Bondi NSW",Z0527,Bondi
S06359,Bondi,-33.882592,151.26505,residential,"372 Curlewis St, Bondi NSW",Z0056,Bondi
S06360,Bondi,-33.884673,151.273429,apartment,"646 O'Brien St, Bondi NSW",Z0528,Bondi
S06361,Bondi,-33.891849,151.270304,residential,"570 Pacific Ave, Bondi NSW",Z0238,Bondi
S06362,Bondi,-33.88062,151.267231,residential,"166 Beach Rd, Bondi NSW",Z0135,Bondi
S06363,Bondi,-33.90461,151.266347,apartment,"276 Campbell Pde, Bondi NSW",Z0194,Bondi
S06364,Bondi,-33.877442,151.268549,apartment,"654 Gould St, Bondi NSW",Z0323,Bondi
S06365,Bondi,-33.884721,151.263589,residential,"474 Blair St, Bondi NSW",Z0023,Bondi
S06366,Bondi,-33.887027,151.279184,residential,"642 Blair St, Bondi NSW",Z0223,Bondi
S06367,Bondi,-33.898213,151.284435,apartment,"290 Beach Rd, Bondi NSW",Z0033,Bondi
S06368,Bondi,-33.883021,151.277914,residential,"556 Campbell Pde, Bondi NSW",Z0529,Bondi
S06369,Bondi,-33.881095,151.286745,residential,"200 O'Brien St, Bondi NSW",Z0059,Bondi
S06370,Bondi,-33.89774,151.266735,apartment,"28 Lamrock Ave, Bondi NSW",Z0330,Bondi
S06371,Bondi,-33.897466,151.267562,residential,"524 Campbell Pde, Bondi NSW",Z0330,Bondi
S06372,Bondi,-33.900702,151.27828,apartment,"94 Blair St, Bondi NSW",Z0153,Bondi
S06373,Bondi,-33.886468,151.27945,business,"450 Beach Rd, Bondi NSW",Z0223,Bondi
S06374,Bondi,-33.892283,151.274438,apartment,"288 Gould St, Bondi NSW",Z0215,Bondi
S06375,Bondi,-33.872298,151.274077,residential,"392 Lamrock Ave, Bondi NSW",Z0530,Rose Bay
S06376,Bondi,-33.905207,151.264705,business,"580 Lamrock Ave, Bondi NSW",Z0204,Coogee
S06377,Bondi,-33.899236,151.250355,residential,"514 Beach Rd, Bondi NSW",Z0445,Bondi
S06378,Bondi,-33.891292,151.279318,apartment,"16 Curlewis St, Bondi NSW",Z0219,Bondi
S06379,Bondi,-33.885415,151.283136,residential,"556 Notts Ave, Bondi NSW",Z0185,Bondi
S06380,Bondi,-33.885822,151.270375,residential,"648 O'Brien St, Bondi NSW",Z0528,Bondi
S06381,Bondi,-33.89064,151.269331,residential,"580 Lamrock Ave, Bondi NSW",Z0391,Bondi
S06382,Bondi,-33.888228,151.268371,residential,"586 Campbell Pde, Bondi NSW",Z0140,Bondi
S06383,Bondi,-33.890334,151.270923,residential,"46 Notts Ave, Bondi NSW",Z0391,Bondi
S06384,Bondi,-33.881956,151.283356,apartment,"168 Pacific Ave, Bondi NSW",Z0526,Bondi
S06385,Bondi,-33.896406,151.265887,apartment,"510 Blair St, Bondi NSW",Z0330,Bondi
S06386,Bondi,-33.895387,151.280109,apartment,"48 Campbell Pde, Bondi NSW",Z0298,Bondi
S06387,Bondi,-33.885195,151.26982,residential,"650 Beach Rd, Bondi NSW",Z0528,Bondi
S06388,Bondi,-33.877249,151.256354,apartment,"672 Notts Ave, Bondi NSW",Z0376,Double Bay
S06389,Bondi,-33.897108,151.27121,apartment,"632 Blair St, Bondi NSW",Z0340,Bondi
S06390,Bondi,-33.889229,151.289055,residential,"76 Gould St, Bondi NSW",Z0380,Bondi
S06391,Bondi,-33.894806,151.268132,residential,"442 Curlewis St, Bondi NSW",Z0330,Bondi
S06392,Bondi,-33.886407,151.272165,residential,"428 Gould St, Bondi NSW",Z0528,Bondi
S06393,Bondi,-33.906171,151.274373,business,"666 Campbell Pde, Bondi NSW",Z0154,Bondi
S06394,Bondi,-33.894512,151.276076,apartment,"170 Beach Rd, Bondi NSW",Z0224,Bondi
S06395,Bondi,-33.896568,151.288181,apartment,"8 Hall St, Bondi NSW",Z0492,Bondi
S06396,Bondi,-33.894481,151.267164,business,"390 Hall St, Bondi NSW",Z0330,Bondi
S06397,Bondi,-33.91425,151.274396,apartment,"228 Curlewis St, Bondi NSW",Z0105,Coogee
S06398,Bondi,-33.87318,151.281128,apartment,"430 Campbell Pde, Bondi NSW",Z0284,Rose Bay
S06399,Bondi,-33.913848,151.267873,business,"672 Lamrock Ave, Bondi NSW",Z0088,Coogee
S06400,Bondi,-33.887114,151.274958,apartment,"282 Curlewis St, Bondi NSW",Z0525,Bondi
S06401,Bondi,-33.903045,151.283139,apartment,"334 Gould St, Bondi NSW",Z0200,Bondi
S06402,Bondi,-33.902602,151.269622,business,"574 Beach Rd, Bondi NSW",Z0194,Bondi
S06403,Bondi,-33.890158,151.272741,residential,"670 O'Brien St, Bondi NSW",Z0119,Bondi
S06404,Bondi,-33.885179,151.263936,residential,"10 Blair St, Bondi NSW",Z0262,Bondi
S06405,Bondi,-33.901079,151.282822,residential,"254 Campbell Pde, Bondi NSW",Z0200,Bondi
S06406,Bondi,-33.901372,151.275727,apartment,"172 Curlewis St, Bondi NSW",Z0524,Bondi
S06407,Bondi,-33.903054,151.270471,residential,"172 Notts Ave, Bondi NSW",Z0154,Bondi
S06408,Bondi,-33.889468,151.271525,residential,"48 Notts Ave, Bondi NSW",Z0028,Bondi
S06409,Bondi,-33.900825,151.274219,apartment,"90 Lamrock Ave, Bondi NSW",Z0524,Bondi
S06410,Bondi,-33.879802,151.277308,apartment,"222 Campbell Pde, Bondi NSW",Z0317,Bondi
S06411,Bondi,-33.901784,151.268425,business,"580 Beach Rd, Bondi NSW",Z0194,Bondi
S06412,Bondi,-33.886524,151.269133,residential,"370 Campbell Pde, Bondi NSW",Z0161,Bondi
S06413,Bondi,-33.877498,151.27193,apartment,"470 Notts Ave, Bondi NSW",Z0246,Rose Bay
S06414,Bondi,-33.890781,151.275659,residential,"314 Hall St, Bondi NSW",Z0119,Bondi
S06415,Bondi,-33.907513,151.288753,apartment,"322 Beach Rd, Bondi NSW",Z0127,Bondi
S06416,Bondi,-33.887799,151.267075,residential,"400 Beach Rd, Bondi NSW",Z0140,Bondi
S06417,Bondi,-33.893617,151.259423,residential,"244 Beach Rd, Bondi NSW",Z0350,Bondi
S06418,Bondi,-33.891775,151.286899,residential,"448 Gould St, Bondi NSW",Z0089,Bondi
S06419,Bondi,-33.877126,151.266399,apartment,"46 Blair St, Bondi NSW",Z0260,Rose Bay
S06420,Bondi,-33.890936,151.287508,business,"394 Hall St, Bondi NSW",Z0089,Bondi
S06421,Bondi,-33.886779,151.285492,residential,"570 Curlewis St, Bondi NSW",Z0185,Bondi
S06422,Bondi,-33.897358,151.279199,residential,"12 Blair St, Bondi NSW",Z0033,Bondi
S06423,Bondi,-33.893926,151.285239,apartment,"616 Campbell Pde, Bondi NSW",Z0167,Bondi
S06424,Bondi,-33.881291,151.257816,residential,"690 Notts Ave, Bondi NSW",Z0491,Rose Bay
S06425,Bondi,-33.890173,151.262129,apartment,"178 Hall St, Bondi NSW",Z0269,Bondi
S06426,Bondi,-33.888831,151.276857,business,"546 Pacific Ave, Bondi NSW",Z0426,Bondi
S06427,Bondi,-33.88239,151.270819,apartment,"568 O'Brien St, Bondi NSW",Z0023,Bondi
S06428,Bondi,-33.876728,151.267235,residential,"530 Notts Ave, Bondi NSW",Z0323,Bondi
S06429,Bondi,-33.901802,151.281572,apartment,"230 Pacific Ave, Bondi NSW",Z0200,Bondi
S06430,Bondi,-33.895824,151.276618,residential,"248 Curlewis St, Bondi NSW",Z0103,Bondi
S06431,Bondi,-33.878277,151.283744,business,"520 Blair St, Bondi NSW",Z0059,Bondi
S06432,Bondi,-33.873468,151.270953,residential,"338 Beach Rd, Bondi NSW",Z0387,Rose Bay
