sim_id,on_road_saving_s,zs_pre_route_saving_s,zs_total_saving_s,zs_saving_min,hc_pre_route_saving_s,hc_total_saving_s,hc_saving_min
4466,3034.1,5222.6,8256.7,137.61,3000.2,4820.6,80.34
4467,1929.2,5608.4,7537.6,125.63,3225.1,4382.6,73.04
4468,2424.7,4638.2,7063.0,117.72,3309.2,4764.1,79.4
4469,1343.2,4216.3,5559.5,92.66,1927.1,2733.0,45.55
4470,673.1,4945.7,5618.8,93.65,2163.1,2567.0,42.78
4471,1262.1,3987.5,5249.6,87.49,2028.7,2785.9,46.43
4472,2943.9,5712.5,8656.4,144.27,3482.4,5248.7,87.48
4473,830.2,5199.7,6029.9,100.5,3132.5,3630.6,60.51
4474,632.4,4148.0,4780.3,79.67,2680.4,3059.8,51.0
4475,1887.3,6932.7,8820.0,147.0,4215.6,5348.0,89.13
4476,2736.7,2477.1,5213.8,86.9,1280.5,2922.5,48.71
4477,1682.8,5781.6,7464.4,124.41,3929.6,4939.2,82.32
4478,1489.4,7731.1,9220.5,153.68,5692.5,6586.2,109.77
4479,1564.8,7221.5,8786.4,146.44,4332.6,5271.5,87.86
4480,1998.4,3923.6,5922.0,98.7,1541.5,2740.5,45.68
4481,2238.0,4548.0,6786.0,113.1,2424.1,3766.9,62.78
4482,366.2,5282.9,5649.2,94.15,3006.6,3226.4,53.77
4483,1281.3,5503.7,6785.0,113.08,3188.5,3957.3,65.95
4484,1616.2,6838.7,8454.9,140.91,4514.6,5484.3,91.4
4485,1142.4,5981.3,7123.7,118.73,3397.7,4083.2,68.05
4486,2249.3,6231.4,8480.7,141.34,4766.3,6115.9,101.93
4487,1535.3,3621.0,5156.3,85.94,752.6,1673.7,27.9
4488,3359.1,4908.0,8267.1,137.79,2506.8,4522.2,75.37
4489,604.7,5525.9,6130.6,102.18,3547.8,3910.6,65.18
4490,2105.7,5120.8,7226.5,120.44,3956.4,5219.9,87.0
4491,1726.3,3246.4,4972.7,82.88,866.3,1902.1,31.7
4492,1375.1,6619.8,7994.9,133.25,4803.2,5628.3,93.8
4493,1513.0,7084.3,8597.3,143.29,4855.9,5763.7,96.06
4494,1628.1,6293.0,7921.1,132.02,4701.6,5678.5,94.64
4495,874.4,4789.8,5664.1,94.4,1875.5,2400.2,40.0
4496,2471.6,5081.3,7552.9,125.88,3381.0,4864.0,81.07
4497,1712.3,5303.3,7015.6,116.93,3106.4,4133.8,68.9
4498,2425.3,7850.1,10275.4,171.26,5519.7,6974.9,116.25
4499,1708.1,3705.0,5413.1,90.22,1763.0,2787.9,46.46
4500,1500.9,4258.4,5759.3,95.99,2464.7,3365.3,56.09
4501,1740.6,4558.0,6298.6,104.98,3120.3,4164.7,69.41
4502,1430.2,4135.8,5566.0,92.77,2354.2,3212.4,53.54
4503,774.2,4261.5,5035.7,83.93,2613.8,3078.4,51.31
4504,3072.2,5825.0,8897.2,148.29,3639.1,5482.5,91.37
4505,1942.9,5910.0,7852.9,130.88,3785.0,4950.7,82.51
4506,975.3,5823.0,6798.3,113.3,3665.1,4250.3,70.84
4507,1567.2,5143.3,6710.4,111.84,3419.5,4359.8,72.66
4508,571.3,7515.3,8086.6,134.78,5625.9,5968.7,99.48
4509,1956.9,3994.0,5951.0,99.18,1495.0,2669.1,44.49
4510,545.0,3959.2,4504.2,75.07,2121.7,2448.7,40.81
4511,1747.0,5891.6,7638.6,127.31,4805.3,5853.5,97.56
4512,1560.5,3461.8,5022.3,83.7,1136.1,2072.4,34.54
4513,2180.0,4787.3,6967.3,116.12,2474.4,3782.4,63.04
4514,1705.2,3484.7,5189.9,86.5,2006.8,3029.9,50.5
4515,956.3,3430.1,4386.4,73.11,1024.0,1597.8,26.63
4516,1161.8,5432.8,6594.6,109.91,3199.4,3896.5,64.94
4517,1241.4,2902.8,4144.2,69.07,553.3,1298.1,21.64
4518,1708.8,4972.9,6681.7,111.36,2826.1,3851.4,64.19
4519,1909.8,4904.3,6814.2,113.57,2465.7,3611.6,60.19
4520,1206.8,4867.5,6074.3,101.24,2226.2,2950.3,49.17
4521,2239.1,6424.3,8663.3,144.39,3668.8,5012.3,83.54
4522,1628.9,3432.5,5061.4,84.36,1646.2,2623.5,43.73
4523,530.2,7081.4,7611.5,126.86,4696.0,5014.1,83.57
4524,1866.3,3396.2,5262.5,87.71,1511.6,2631.3,43.86
4525,1510.6,7847.2,9357.7,155.96,5251.1,6157.4,102.62
4526,1821.8,7752.1,9574.0,159.57,5152.2,6245.3,104.09
4527,1341.6,7450.3,8791.9,146.53,4800.5,5605.5,93.42
4528,391.1,4523.6,4914.7,81.91,2694.6,2929.2,48.82
4529,1830.2,5723.6,7553.8,125.9,3686.1,4784.3,79.74
4530,2397.4,4166.6,6564.0,109.4,1586.7,3025.1,50.42
4531,1436.6,7484.8,8921.4,148.69,5406.7,6268.6,104.48
4532,1614.9,6817.6,8432.5,140.54,5109.2,6078.2,101.3
4533,641.8,4888.9,5530.7,92.18,2880.4,3265.5,54.42
4534,776.5,4431.6,5208.1,86.8,1977.6,2443.5,40.73
4535,2142.8,4884.5,7027.3,117.12,2442.2,3727.8,62.13
4536,1191.6,4213.5,5405.0,90.08,2367.3,3082.2,51.37
4537,1440.8,5288.2,6729.0,112.15,2977.6,3842.1,64.03
4538,1569.5,6109.8,7679.3,127.99,3272.7,4214.5,70.24
4539,1603.2,3256.4,4859.5,80.99,2248.8,3210.7,53.51
4540,1604.1,4591.6,6195.7,103.26,2285.3,3247.7,54.13
4541,1493.6,6273.8,7767.3,129.46,4470.7,5366.8,89.45
4542,2151.7,6821.3,8973.0,149.55,4742.0,6033.0,100.55
4543,2785.4,4894.4,7679.8,128.0,2358.2,4029.5,67.16
4544,788.9,5682.0,6470.9,107.85,3706.3,4179.6,69.66
4545,1092.4,4664.4,5756.8,95.95,2495.5,3150.9,52.52
4546,1237.9,4434.5,5672.5,94.54,2940.2,3682.9,61.38
4547,1355.3,5550.1,6905.4,115.09,3322.5,4135.7,68.93
4548,1346.7,5902.5,7249.2,120.82,3762.3,4570.4,76.17
4549,917.9,7195.8,8113.7,135.23,3974.6,4525.3,75.42
4550,96.5,4800.8,4897.3,81.62,1925.4,1983.3,33.05
4551,1228.8,4830.9,6059.7,100.99,2562.8,3300.1,55.0
4552,3420.8,7489.2,10910.0,181.83,5358.8,7411.2,123.52
4553,3301.8,3606.5,6908.3,115.14,1535.9,3516.9,58.62
4554,1375.2,6229.9,7605.1,126.75,4359.9,5185.0,86.42
4555,1805.0,5475.1,7280.2,121.34,4041.8,5124.8,85.41
4556,1500.7,6947.3,8448.0,140.8,5664.2,6564.6,109.41
4557,1781.3,2121.3,3902.6,65.04,415.6,1484.4,24.74
4558,2134.3,6080.0,8214.3,136.91,3368.3,4648.9,77.48
4559,2669.8,3794.1,6463.9,107.73,1910.0,3511.9,58.53
4560,-353.2,6412.9,6059.7,101.0,4911.5,4699.6,78.33
4561,2049.7,4862.1,6911.8,115.2,2288.8,3518.6,58.64
4562,2317.0,5502.9,7819.9,130.33,3348.3,4738.5,78.97
4563,1498.1,4830.9,6329.0,105.48,2719.9,3618.8,60.31
4564,1934.2,3724.3,5658.5,94.31,2483.8,3644.3,60.74
4565,416.5,6927.5,7344.0,122.4,3899.6,4149.5,69.16
4566,1562.8,4827.1,6389.9,106.5,3270.4,4208.0,70.13
4567,1186.2,4991.3,6177.5,102.96,2833.0,3544.7,59.08
4568,618.2,5796.8,6415.0,106.92,3676.9,4047.8,67.46
4569,1892.9,4065.5,5958.4,99.31,1889.5,3025.2,50.42
4570,1575.5,6240.0,7815.5,130.26,4426.4,5371.7,89.53
4571,1123.0,4804.3,5927.3,98.79,2198.1,2871.9,47.86
4572,286.0,5916.3,6202.3,103.37,3924.6,4096.2,68.27
4573,242.6,5777.3,6019.9,100.33,3716.3,3861.8,64.36
4574,1704.9,5607.0,7311.9,121.87,3264.7,4287.7,71.46
4575,1846.7,3764.7,5611.4,93.52,2085.9,3193.9,53.23
4576,454.3,4152.8,4607.1,76.79,2191.4,2464.0,41.07
4577,1927.2,5292.4,7219.6,120.33,3692.6,4848.9,80.82
4578,682.6,3014.2,3696.9,61.61,257.6,667.2,11.12
4579,2350.3,2957.2,5307.5,88.46,1380.0,2790.2,46.5
4580,1563.4,3289.9,4853.3,80.89,2041.2,2979.3,49.65
4581,1360.7,5442.7,6803.4,113.39,3830.6,4647.0,77.45
4582,867.9,3925.1,4793.0,79.88,1507.3,2028.0,33.8
4583,1513.9,4373.6,5887.5,98.12,1884.5,2792.8,46.55
4584,1907.9,3851.4,5759.4,95.99,1228.1,2372.9,39.55
4585,859.6,3465.6,4325.3,72.09,1684.3,2200.1,36.67
4586,1581.7,4648.7,6230.4,103.84,1925.2,2874.2,47.9
4587,1811.7,4544.2,6356.0,105.93,2464.3,3551.4,59.19
4588,2119.5,6263.7,8383.1,139.72,3881.0,5152.6,85.88
4589,-257.6,5829.3,5571.7,92.86,3629.8,3475.2,57.92
4590,1136.6,6790.2,7926.8,132.11,4171.9,4853.9,80.9
4591,1802.2,6905.4,8707.6,145.13,3952.5,5033.9,83.9
4592,1143.6,5360.7,6504.4,108.41,3716.4,4402.6,73.38
4593,1438.3,5075.4,6513.7,108.56,2817.0,3680.0,61.33
4594,1796.5,6969.0,8765.5,146.09,5756.7,6834.6,113.91
4595,2927.1,5943.2,8870.2,147.84,3701.4,5457.6,90.96
4596,1867.1,3845.2,5712.3,95.2,1217.3,2337.6,38.96
4597,293.3,5564.7,5858.0,97.63,3271.3,3447.3,57.45
4598,1182.8,5844.9,7027.6,117.13,3384.1,4093.8,68.23
4599,727.1,4729.9,5457.0,90.95,2807.9,3244.1,54.07
4600,1139.2,2634.1,3773.4,62.89,712.3,1395.8,23.26
4601,2139.8,3857.6,5997.4,99.96,2690.5,3974.4,66.24
4602,841.8,7152.9,7994.6,133.24,4408.7,4913.7,81.9
4603,1620.2,3635.2,5255.3,87.59,745.4,1717.5,28.63
4604,-75.2,2079.1,2003.9,33.4,338.9,293.7,4.9
4605,1265.8,4314.9,5580.7,93.01,2196.4,2955.9,49.27
4606,602.9,3397.9,4000.7,66.68,1735.9,2097.6,34.96
4607,349.3,4064.9,4414.2,73.57,1447.7,1657.3,27.62
4608,627.9,2858.9,3486.8,58.11,328.6,705.3,11.76
4609,2034.6,3344.4,5379.0,89.65,1486.7,2707.5,45.13
4610,1050.5,6610.8,7661.3,127.69,5039.2,5669.5,94.49
4611,1148.6,6458.2,7606.7,126.78,3897.5,4586.6,76.44
4612,965.3,6206.1,7171.3,119.52,3591.6,4170.7,69.51
4613,1183.8,7775.1,8958.9,149.32,4760.4,5470.7,91.18
4614,2013.1,5241.7,7254.7,120.91,3052.1,4259.9,71.0
4615,1780.8,7359.7,9140.5,152.34,5354.1,6422.6,107.04
4616,922.7,5950.3,6873.0,114.55,3495.4,4049.0,67.48
4617,653.8,5680.9,6334.7,105.58,4113.1,4505.4,75.09
4618,1405.9,6027.5,7433.4,123.89,3690.0,4533.6,75.56
4619,2235.0,6441.3,8676.3,144.6,4057.0,5398.0,89.97
4620,2631.7,3875.1,6506.7,108.45,2163.7,3742.7,62.38
4621,48.1,7089.4,7137.5,118.96,5391.4,5420.3,90.34
4622,965.4,6845.4,7810.9,130.18,4465.0,5044.2,84.07
4623,1912.5,5355.2,7267.7,121.13,3063.4,4210.9,70.18
4624,1110.5,4132.2,5242.6,87.38,2522.3,3188.6,53.14
4625,1801.7,4977.1,6778.8,112.98,2855.9,3936.9,65.62
4626,1219.2,6086.2,7305.4,121.76,4435.7,5167.2,86.12
4627,1141.8,5765.8,6907.6,115.13,4308.3,4993.4,83.22
4628,1180.7,5359.7,6540.4,109.01,2178.3,2886.7,48.11
4629,1979.8,6758.4,8738.1,145.64,4147.3,5335.1,88.92
4630,1345.8,3455.3,4801.1,80.02,1291.8,2099.2,34.99
4631,220.9,6463.9,6684.8,111.41,3933.9,4066.5,67.77
4632,1736.1,3604.5,5340.6,89.01,-11.8,1029.9,17.17
4633,1868.4,6978.0,8846.5,147.44,4339.6,5460.7,91.01
4634,2417.7,3459.3,5877.0,97.95,826.0,2276.7,37.94
4635,2063.1,3684.0,5747.1,95.79,1531.9,2769.8,46.16
4636,1152.1,4137.8,5289.9,88.16,2379.3,3070.5,51.18
4637,985.8,5638.3,6624.1,110.4,3539.2,4130.6,68.84
4638,697.6,5884.7,6582.3,109.71,3746.8,4165.4,69.42
4639,1212.4,4724.7,5937.1,98.95,2020.3,2747.7,45.8
4640,1619.8,5110.2,6730.0,112.17,2823.2,3795.1,63.25
4641,1639.8,7016.0,8655.8,144.26,5363.0,6346.9,105.78
4642,2438.5,7898.4,10336.9,172.28,5871.8,7335.0,122.25
4643,159.7,5224.2,5383.9,89.73,3587.6,3683.4,61.39
4644,584.3,3824.6,4408.9,73.48,1221.7,1572.3,26.2
4645,1565.0,6405.6,7970.7,132.84,4562.8,5501.8,91.7
4646,493.0,6162.2,6655.3,110.92,4430.8,4726.6,78.78
4647,2054.4,6293.7,8348.1,139.13,4214.1,5446.8,90.78
4648,1397.6,4919.3,6316.9,105.28,2749.2,3587.8,59.8
4649,309.5,6805.8,7115.3,118.59,4410.9,4596.6,76.61
4650,1154.1,6082.7,7236.8,120.61,3223.1,3915.5,65.26
4651,1266.0,5521.9,6787.9,113.13,3692.2,4451.8,74.2
4652,977.8,6133.3,7111.2,118.52,5037.7,5624.4,93.74
4653,1057.0,6515.3,7572.4,126.21,4030.1,4664.3,77.74
4654,2331.3,4749.7,7081.0,118.02,2599.6,3998.4,66.64
4655,604.9,2377.2,2982.1,49.7,1231.8,1594.7,26.58
4656,1116.7,5900.5,7017.2,116.95,4135.2,4805.3,80.09
4657,1203.2,6319.8,7522.9,125.38,4311.4,5033.3,83.89
4658,1573.4,5801.6,7375.0,122.92,3622.5,4566.5,76.11
4659,1664.0,5788.6,7452.6,124.21,3875.2,4873.6,81.23
4660,1571.6,5787.8,7359.3,122.66,4601.9,5544.9,92.41
4661,1547.6,4565.6,6113.2,101.89,2663.8,3592.4,59.87
4662,1645.6,5606.3,7251.9,120.86,4162.9,5150.3,85.84
4663,441.3,6225.3,6666.6,111.11,4310.8,4575.6,76.26
4664,2479.0,6006.6,8485.6,141.43,3696.5,5183.9,86.4
4665,1092.0,6008.1,7100.1,118.34,3371.0,4026.2,67.1
4666,780.2,5840.5,6620.8,110.35,4411.4,4879.6,81.33
4667,1916.6,2929.2,4845.7,80.76,1167.3,2317.3,38.62
4668,1341.8,5236.2,6578.1,109.63,3783.4,4588.5,76.47
4669,2214.5,6883.6,9098.1,151.64,4655.2,5983.8,99.73
4670,2037.0,2919.7,4956.8,82.61,1056.1,2278.3,37.97
4671,1667.5,4279.3,5946.8,99.11,1755.1,2755.6,45.93
4672,733.2,4514.7,5247.9,87.46,2016.7,2456.6,40.94
4673,1665.3,6466.2,8131.5,135.52,4401.2,5400.4,90.01
4674,1617.1,5021.2,6638.3,110.64,2780.9,3751.1,62.52
4675,956.5,5631.9,6588.4,109.81,3763.9,4337.8,72.3
4676,1673.3,5646.2,7319.5,121.99,3175.0,4179.0,69.65
4677,2115.9,5481.9,7597.8,126.63,3259.9,4529.5,75.49
4678,1156.0,4931.4,6087.4,101.46,3017.9,3711.5,61.86
4679,944.0,5705.4,6649.4,110.82,3646.1,4212.5,70.21
4680,831.7,6605.4,7437.1,123.95,4768.3,5267.4,87.79
4681,1485.6,7379.6,8865.2,147.75,5105.7,5997.1,99.95
4682,1843.7,6037.7,7881.4,131.36,3359.0,4465.2,74.42
4683,2598.2,6089.2,8687.4,144.79,4747.9,6306.8,105.11
4684,2041.7,5827.2,7868.9,131.15,3606.7,4831.7,80.53
4685,1399.0,4397.6,5796.5,96.61,2074.2,2913.6,48.56
4686,2740.6,6806.9,9547.6,159.13,4532.9,6177.3,102.95
4687,799.4,6736.0,7535.4,125.59,4815.2,5294.8,88.25
4688,1356.5,6768.2,8124.6,135.41,4554.6,5368.4,89.47
4689,2293.8,5962.7,8256.5,137.61,4201.3,5577.6,92.96
4690,920.6,5421.3,6341.8,105.7,3775.9,4328.2,72.14
4691,687.2,4658.1,5345.3,89.09,2818.7,3231.0,53.85
4692,2029.9,5192.1,7222.0,120.37,3002.8,4220.7,70.35
4693,1105.1,7378.4,8483.5,141.39,5511.8,6174.8,102.91
4694,729.6,3839.7,4569.4,76.16,2110.5,2548.3,42.47
4695,1131.7,3974.4,5106.1,85.1,2204.1,2883.1,48.05
4696,3369.1,7829.7,11198.8,186.65,5935.0,7956.4,132.61
4697,1601.3,4115.5,5716.8,95.28,999.4,1960.2,32.67
4698,1288.1,5084.1,6372.3,106.2,2926.3,3699.1,61.65
4699,2454.2,5194.0,7648.2,127.47,3393.5,4866.0,81.1
4700,1039.2,4573.7,5613.0,93.55,1902.9,2526.5,42.11
4701,1776.1,3566.9,5343.0,89.05,1136.1,2201.8,36.7
4702,970.8,5061.5,6032.3,100.54,3361.5,3944.0,65.73
4703,774.4,5129.1,5903.5,98.39,3767.9,4232.6,70.54
4704,1324.4,3320.9,4645.3,77.42,1964.6,2759.2,45.99
4705,1862.2,5557.6,7419.8,123.66,3495.4,4612.7,76.88
4706,291.3,5605.6,5897.0,98.28,2564.6,2739.4,45.66
4707,267.1,6313.0,6580.1,109.67,3552.1,3712.4,61.87
4708,1248.7,6894.5,8143.2,135.72,4672.2,5421.4,90.36
4709,1115.5,4611.8,5727.4,95.46,2440.0,3109.3,51.82
4710,1952.6,4992.0,6944.6,115.74,2878.5,4050.0,67.5
4711,2158.8,5831.2,7990.0,133.17,3143.9,4439.2,73.99
4712,1112.2,7056.7,8169.0,136.15,5500.1,6167.4,102.79
4713,958.0,5774.6,6732.6,112.21,3804.6,4379.4,72.99
4714,2269.5,5194.5,7464.0,124.4,2723.9,4085.6,68.09
4715,1369.9,5852.5,7222.3,120.37,4156.5,4978.5,82.97
4716,1502.4,5743.7,7246.1,120.77,3148.9,4050.3,67.51
4717,484.7,4044.6,4529.3,75.49,1900.4,2191.2,36.52
4718,1648.5,3938.2,5586.8,93.11,2251.5,3240.6,54.01
4719,1400.2,4430.5,5830.7,97.18,2347.7,3187.8,53.13
4720,2082.7,6671.8,8754.5,145.91,4280.2,5529.8,92.16
4721,1932.1,4090.4,6022.4,100.37,1555.0,2714.2,45.24
4722,1352.2,3887.2,5239.4,87.32,1773.6,2584.9,43.08
4723,1820.9,6084.5,7905.4,131.76,4109.4,5201.9,86.7
4724,1884.5,5706.6,7591.1,126.52,4360.3,5491.0,91.52
4725,1718.8,5438.8,7157.6,119.29,2842.7,3874.0,64.57
4726,1205.5,4274.2,5479.8,91.33,1635.8,2359.1,39.32
4727,1902.6,5141.9,7044.6,117.41,2633.4,3775.0,62.92
4728,1690.5,6043.9,7734.4,128.91,3416.6,4430.9,73.85
4729,565.5,4457.4,5022.9,83.71,2049.8,2389.1,39.82
4730,1938.4,6656.0,8594.5,143.24,5451.3,6614.3,110.24
4731,682.1,7447.6,8129.7,135.5,5339.9,5749.1,95.82
4732,1589.3,4419.8,6009.1,100.15,3001.6,3955.2,65.92
4733,-756.4,6790.5,6034.1,100.57,4490.2,4036.3,67.27
4734,1607.5,5695.1,7302.6,121.71,3907.3,4871.8,81.2
4735,1746.2,5244.8,6991.0,116.52,3417.3,4465.0,74.42
4736,366.5,6661.4,7027.9,117.13,4114.7,4334.6,72.24
4737,1857.2,3463.4,5320.6,88.68,967.1,2081.4,34.69
4738,2655.9,4442.0,7097.9,118.3,1841.2,3434.7,57.25
4739,2262.6,3551.6,5814.2,96.9,842.5,2200.1,36.67
4740,1246.1,7207.4,8453.4,140.89,5012.2,5759.8,96.0
4741,475.5,5793.6,6269.2,104.49,3025.9,3311.2,55.19
4742,1635.6,5257.9,6893.5,114.89,3328.0,4309.4,71.82
4743,1756.6,2922.4,4679.0,77.98,1689.7,2743.7,45.73
4744,793.4,5561.7,6355.1,105.92,3288.5,3764.5,62.74
4745,1940.0,5909.4,7849.4,130.82,4345.2,5509.2,91.82
4746,2601.1,5885.5,8486.6,141.44,4032.3,5593.0,93.22
4747,999.7,6788.1,7787.7,129.8,4683.1,5282.9,88.05
4748,345.3,7335.0,7680.2,128.0,5900.8,6108.0,101.8
4749,1412.5,6954.9,8367.3,139.46,4933.6,5781.1,96.35
4750,2372.5,4900.5,7273.0,121.22,2994.3,4417.8,73.63
4751,1400.1,7538.8,8938.9,148.98,4992.6,5832.6,97.21
4752,3488.9,4924.4,8413.3,140.22,3083.7,5177.1,86.28
4753,1911.3,5732.4,7643.6,127.39,3553.2,4699.9,78.33
4754,2208.7,3802.7,6011.4,100.19,1138.3,2463.5,41.06
4755,1361.5,6852.0,8213.5,136.89,4836.1,5653.0,94.22
4756,1747.1,7126.1,8873.2,147.89,4477.2,5525.4,92.09
4757,3674.2,5930.4,9604.6,160.08,3588.9,5793.4,96.56
4758,1124.4,5932.3,7056.6,117.61,3560.1,4234.7,70.58
4759,1073.0,5725.0,6798.0,113.3,3733.1,4376.9,72.95
4760,1431.0,5095.8,6526.8,108.78,2895.5,3754.1,62.57
4761,1858.7,4829.3,6688.0,111.47,2776.6,3891.8,64.86
4762,1058.9,7048.4,8107.3,135.12,4795.1,5430.4,90.51
4763,1789.4,6397.2,8186.6,136.44,4173.5,5247.2,87.45
4764,1284.4,6100.3,7384.7,123.08,5258.0,6028.6,100.48
4765,2190.5,4642.7,6833.2,113.89,2198.1,3512.4,58.54
4766,1235.5,3249.2,4484.8,74.75,1039.4,1780.7,29.68
4767,1984.8,6622.6,8607.4,143.46,5132.8,6323.7,105.39
4768,1300.5,2961.1,4261.6,71.03,-206.1,574.1,9.57
4769,772.6,6553.4,7326.0,122.1,4069.8,4533.3,75.56
4770,1218.8,5846.9,7065.7,117.76,2886.2,3617.5,60.29
4771,2162.6,5365.2,7527.8,125.46,2567.7,3865.2,64.42
4772,1460.0,4284.3,5744.3,95.74,1724.8,2600.7,43.35
4773,2077.4,6554.3,8631.7,143.86,3397.8,4644.3,77.4
4774,1822.4,4228.3,6050.6,100.84,2353.9,3447.3,57.45
4775,2263.3,6315.9,8579.2,142.99,4447.0,5805.1,96.75
4776,1241.9,5941.9,7183.7,119.73,3087.3,3832.4,63.87
4777,741.2,5300.5,6041.7,100.69,3606.4,4051.1,67.52
4778,1716.3,2895.2,4611.5,76.86,310.6,1340.4,22.34
4779,2254.9,6687.8,8942.7,149.05,4434.4,5787.4,96.46
4780,1176.7,6808.0,7984.7,133.08,3571.1,4277.1,71.29
4781,1259.7,5961.8,7221.4,120.36,4036.9,4792.7,79.88
4782,1417.5,6253.5,7670.9,127.85,4225.9,5076.4,84.61
4783,117.7,5550.2,5667.9,94.47,2685.7,2756.4,45.94
4784,1129.8,4411.5,5541.3,92.36,2377.3,3055.2,50.92
4785,2239.1,6692.7,8931.9,148.86,4844.2,6187.7,103.13
4786,1825.0,5242.0,7067.0,117.78,3127.5,4222.5,70.37
4787,1671.8,7745.0,9416.8,156.95,5709.0,6712.1,111.87
4788,1235.1,4951.6,6186.7,103.11,2904.4,3645.5,60.76
4789,2369.6,4545.4,6915.0,115.25,2490.8,3912.6,65.21
4790,1450.6,6980.3,8430.9,140.51,4722.1,5592.4,93.21
4791,1072.9,4153.4,5226.3,87.1,2390.5,3034.2,50.57
4792,1688.0,6625.8,8313.8,138.56,4445.2,5458.0,90.97
4793,1151.9,4894.1,6046.0,100.77,2467.1,3158.2,52.64
4794,612.3,6069.6,6681.9,111.36,4199.5,4566.9,76.11
4795,1161.1,6991.2,8152.2,135.87,5388.0,6084.6,101.41
4796,1427.3,5784.9,7212.2,120.2,3578.8,4435.2,73.92
4797,937.7,6117.5,7055.3,117.59,4095.4,4658.0,77.63
4798,2762.1,6298.8,9060.9,151.02,4845.9,6503.2,108.39
4799,1619.5,5298.4,6917.9,115.3,3386.5,4358.2,72.64
4800,671.7,5649.5,6321.2,105.35,3420.9,3824.0,63.73
4801,1593.4,5589.3,7182.6,119.71,3258.2,4214.2,70.24
4802,2870.2,6475.4,9345.6,155.76,4178.0,5900.1,98.33
4803,2197.9,5671.0,7868.9,131.15,4473.8,5792.6,96.54
4804,2194.5,5505.7,7700.2,128.34,3019.5,4336.2,72.27
4805,2751.3,4754.8,7506.1,125.1,2474.2,4125.0,68.75
4806,1737.2,7674.0,9411.1,156.85,5010.1,6052.4,100.87
4807,1441.2,6377.7,7819.0,130.32,4475.4,5340.2,89.0
4808,817.7,2996.7,3814.4,63.57,437.5,928.1,15.47
4809,1733.6,5869.6,7603.2,126.72,3490.2,4530.4,75.51
4810,-338.2,6178.8,5840.5,97.34,4435.3,4232.3,70.54
4811,1581.2,6726.5,8307.7,138.46,4258.6,5207.3,86.79
4812,790.6,3445.7,4236.3,70.6,1916.8,2391.2,39.85
4813,786.3,8037.3,8823.6,147.06,5194.2,5665.9,94.43
4814,1509.3,3321.2,4830.5,80.51,1450.9,2356.4,39.27
4815,2394.6,4055.5,6450.1,107.5,1101.2,2538.0,42.3
4816,2158.5,6165.7,8324.2,138.74,4083.3,5378.4,89.64
4817,1013.9,5013.5,6027.5,100.46,3326.4,3934.7,65.58
4818,1815.9,4864.5,6680.4,111.34,2208.6,3298.1,54.97
4819,1897.9,4888.9,6786.8,113.11,3007.7,4146.5,69.11
4820,1305.3,5686.7,6992.0,116.53,3675.8,4459.0,74.32
4821,1780.5,5807.9,7588.5,126.47,4298.1,5366.4,89.44
4822,2275.3,3981.6,6256.9,104.28,2545.7,3910.9,65.18
4823,2118.9,6183.4,8302.2,138.37,3828.8,5100.1,85.0
4824,87.8,5447.4,5535.2,92.25,3653.9,3706.6,61.78
4825,1606.1,3919.1,5525.2,92.09,1391.0,2354.7,39.25
4826,872.6,6334.8,7207.4,120.12,4428.5,4952.1,82.54
4827,-66.7,4837.8,4771.1,79.52,2907.6,2867.5,47.79
4828,1158.8,7357.9,8516.8,141.95,5369.4,6064.7,101.08
4829,354.1,6925.4,7279.4,121.32,4381.7,4594.2,76.57
4830,1630.9,7073.0,8703.9,145.07,3949.5,4928.1,82.14
4831,995.4,3786.9,4782.3,79.71,1693.7,2291.0,38.18
4832,960.8,5437.5,6398.3,106.64,3105.1,3681.6,61.36
4833,738.1,3443.1,4181.1,69.69,1985.3,2428.1,40.47
4834,2285.7,5892.3,8178.0,136.3,3699.7,5071.1,84.52
4835,1712.4,4021.3,5733.7,95.56,2067.0,3094.4,51.57
4836,2087.2,7717.8,9805.0,163.42,5435.6,6688.0,111.47
4837,2109.5,5444.1,7553.6,125.89,3838.2,5103.9,85.06
4838,1528.0,7240.0,8768.0,146.13,4907.0,5823.8,97.06
4839,2923.9,6946.3,9870.2,164.5,5100.1,6854.5,114.24
4840,3262.4,3557.3,6819.7,113.66,1566.5,3524.0,58.73
4841,1506.1,7009.9,8516.0,141.93,4803.0,5706.7,95.11
4842,1032.8,4050.2,5083.0,84.72,1886.8,2506.5,41.77
4843,707.0,4418.6,5125.5,85.43,2499.5,2923.7,48.73
4844,2066.0,6129.9,8195.9,136.6,3339.4,4579.0,76.32
4845,1618.2,3680.0,5298.2,88.3,1618.6,2589.5,43.16
4846,968.3,4420.4,5388.7,89.81,2606.3,3187.3,53.12
4847,1254.9,5066.3,6321.3,105.35,3502.5,4255.5,70.92
4848,1098.8,3901.1,5000.0,83.33,1298.3,1957.6,32.63
4849,715.0,3686.2,4401.1,73.35,1297.8,1726.8,28.78
4850,1530.7,5832.6,7363.3,122.72,3678.5,4596.9,76.62
4851,933.4,6870.2,7803.6,130.06,4921.2,5481.2,91.35
4852,861.0,5375.6,6236.6,103.94,2589.5,3106.1,51.77
4853,2454.4,4209.8,6664.1,111.07,1750.0,3222.6,53.71
4854,2244.3,5831.5,8075.8,134.6,3475.7,4822.3,80.37
